Number,Date.Received.at.MDU,Farm,Batch,MDU.ID,Serotype,o_antigen,Phage.type,R.type,MLVA.Aus,SARDI.ID,Date.collected,Shed.and.pen,Type.of.shelter,Number.in.pen,age,Sample.type..i.,Sample.type.ii,Sample.type.iii,Indication,age2,
743,8/27/13,VIC5,1,13-16824,H=poly 3,,n.a,nt,n/a,FS13-2609.6,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
744,8/27/13,VIC5,1,13-16825,H=poly 3,,n.a,nt,n/a,FS13-2609.7,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
745,8/27/13,VIC5,1,13-16826,H=poly 3,,n.a,nt,n/a,FS13-2609.8,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
746,8/27/13,VIC5,1,13-16827,H=poly 3,,n.a,nt,n/a,FS13-2609.9,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
747,8/27/13,VIC5,1,13-16828,H=poly 3,,n.a,nt,n/a,FS13-2609.10,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
748,8/27/13,VIC5,1,13-16829,S. Derby,,n.a,AT,n/a,FS13-2613.1,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
749,8/27/13,VIC5,1,13-16830,H=poly 3,,n.a,nt,n/a,FS13-2613.2,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
750,8/27/13,VIC5,1,13-16831,H=poly 3,,n.a,nt,n/a,FS13-2613.3,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
751,8/27/13,VIC5,1,13-16832,H=poly 3,,n.a,nt,n/a,FS13-2613.4,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
752,8/27/13,VIC5,1,13-16833,H=poly 3,,n.a,nt,n/a,FS13-2613.5,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
753,8/27/13,VIC5,1,13-16834,H=poly 3,,n.a,nt,n/a,FS13-2613.6,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
754,8/27/13,VIC5,1,13-16835,H=poly 3,,n.a,nt,n/a,FS13-2613.7,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
755,8/27/13,VIC5,1,13-16836,H=poly 3,,n.a,nt,n/a,FS13-2613.8,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
756,8/27/13,VIC5,1,13-16837,H=poly 3,,n.a,nt,n/a,FS13-2613.9,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
757,8/27/13,VIC5,1,13-16838,H=poly 3,,n.a,nt,n/a,FS13-2613.10,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
758,8/27/13,VIC5,1,13-16839,S. London,,n.a,sensitive,n/a,FS13-2614.1,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
759,8/27/13,VIC5,1,13-16840,"H=l,v",,n.a,nt,n/a,FS13-2614.2,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
760,8/27/13,VIC5,1,13-16841,"H=l,v",,n.a,nt,n/a,FS13-2614.3,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
761,8/27/13,VIC5,1,13-16842,"H=l,v",,n.a,nt,n/a,FS13-2614.4,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
762,8/27/13,VIC5,1,13-16843,"H=l,v",,n.a,nt,n/a,FS13-2614.5,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
763,8/27/13,VIC5,1,13-16844,"H=l,v",,n.a,nt,n/a,FS13-2614.6,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
764,8/27/13,VIC5,1,13-16845,"H=l,v",,n.a,nt,n/a,FS13-2614.7,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
765,8/27/13,VIC5,1,13-16846,"H=l,v",,n.a,nt,n/a,FS13-2614.8,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
766,8/27/13,VIC5,1,13-16847,"H=l,v",,n.a,nt,n/a,FS13-2614.9,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
767,8/27/13,VIC5,1,13-16848,"H=l,v",,n.a,nt,n/a,FS13-2614.10,8/13/13,Weaners,conventional,250-350,4wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",4,
768,8/27/13,VIC5,1,13-16849,S. London,,n.a,sensitive,n/a,FS13-2615.1,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
769,8/27/13,VIC5,1,13-16850,"H=l,v",,n.a,nt,n/a,FS13-2615.2,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
770,8/27/13,VIC5,1,13-16851,"H=l,v",,n.a,nt,n/a,FS13-2615.3,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
771,8/27/13,VIC5,1,13-16852,"H=l,v",,n.a,nt,n/a,FS13-2615.4,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
772,8/27/13,VIC5,1,13-16853,"H=l,v",,n.a,nt,n/a,FS13-2615.5,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
773,8/27/13,VIC5,1,13-16854,"H=l,v",,n.a,nt,n/a,FS13-2615.6,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
774,8/27/13,VIC5,1,13-16855,"H=l,v",,n.a,nt,n/a,FS13-2615.7,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
775,8/27/13,VIC5,1,13-16856,"H=l,v",,n.a,nt,n/a,FS13-2615.8,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
776,8/27/13,VIC5,1,13-16857,"H=l,v",,n.a,nt,n/a,FS13-2615.9,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
777,8/27/13,VIC5,1,13-16858,"H=l,v",,n.a,nt,n/a,FS13-2615.10,8/13/13,Farrowing,conventional_crates,1 + litter,Sows,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Sows,
778,8/27/13,VIC5,1,13-16859,S. Derby,,n.a,AT,n/a,FS13-2616.1,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
779,8/27/13,VIC5,1,13-16860,H=poly 3,,n.a,nt,n/a,FS13-2616.2,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
780,8/27/13,VIC5,1,13-16861,H=poly 3,,n.a,nt,n/a,FS13-2616.3,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
781,8/27/13,VIC5,1,13-16862,H=poly 3,,n.a,nt,n/a,FS13-2616.4,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
782,8/27/13,VIC5,1,13-16863,H=poly 3,,n.a,nt,n/a,FS13-2616.5,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
783,8/27/13,VIC5,1,13-16864,H=poly 3,,n.a,nt,n/a,FS13-2616.6,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
784,8/27/13,VIC5,1,13-16865,H=poly 3,,n.a,nt,n/a,FS13-2616.7,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
785,8/27/13,VIC5,1,13-16866,S. London,,n.a,sensitive,n/a,FS13-2616.8,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
786,8/27/13,VIC5,1,13-16867,"H=l,v",,n.a,nt,n/a,FS13-2616.9,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
787,8/27/13,VIC5,1,13-16868,"H=l,v",,n.a,nt,n/a,FS13-2616.10,8/13/13,Gilt shed,conventional,20-Oct,Gilts,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Gilts,
788,5/29/13,WA1,1,2013-10728,S. Infantis,,n.a,sensitive,n/a,FS13-1383.1,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
789,5/29/13,WA1,1,2013-10729,H=r,,n.a,nt,n/a,FS13-1383.2,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
790,5/29/13,WA1,1,2013-10730,H=r,,n.a,nt,n/a,FS13-1383.3,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
791,5/29/13,WA1,1,2013-10731,H=r,,n.a,nt,n/a,FS13-1383.4,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
792,5/29/13,WA1,1,2013-10732,H=r,,n.a,nt,n/a,FS13-1383.5,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
793,5/29/13,WA1,1,2013-10733,H=r,,n.a,nt,n/a,FS13-1383.6,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
794,5/29/13,WA1,1,2013-10734,H=r,,n.a,nt,n/a,FS13-1383.7,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
795,5/29/13,WA1,1,2013-10735,H=r,,n.a,nt,n/a,FS13-1383.8,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
796,5/29/13,WA1,1,2013-10736,H=r,,n.a,nt,n/a,FS13-1383.9,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
797,5/29/13,WA1,1,2013-10737,H=r,,n.a,nt,n/a,FS13-1383.10,5/2/13,A5,deep bed,NA,13wk,faecal,pooled,5,Historic clinical indications matching case definition,13,
798,5/29/13,WA1,1,2013-10738,S. Infantis,,n.a,sensitive,n/a,FS13-1387.1,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
799,5/29/13,WA1,1,2013-10739,H=r,,n.a,nt,n/a,FS13-1387.2,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
800,5/29/13,WA1,1,2013-10740,H=r,,n.a,nt,n/a,FS13-1387.3,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
801,5/29/13,WA1,1,2013-10741,H=r,,n.a,nt,n/a,FS13-1387.4,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
802,5/29/13,WA1,1,2013-10742,H=r,,n.a,nt,n/a,FS13-1387.5,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
803,5/29/13,WA1,1,2013-10743,H=r,,n.a,nt,n/a,FS13-1387.6,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
804,5/29/13,WA1,1,2013-10744,H=r,,n.a,nt,n/a,FS13-1387.7,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
805,5/29/13,WA1,1,2013-10745,H=r,,n.a,nt,n/a,FS13-1387.8,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
806,5/29/13,WA1,1,2013-10746,H=r,,n.a,nt,n/a,FS13-1387.9,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
807,5/29/13,WA1,1,2013-10747,H=r,,n.a,nt,n/a,FS13-1387.10,5/2/13,B9,deep bed,NA,20wk,faecal,pooled,5,Historic clinical indications matching case definition,20,
808,5/29/13,WA1,1,2013-10748,S. Muenchen,,n.a,sensitive,n/a,FS13-1389.1,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
809,5/29/13,WA1,1,2013-10749,S. Infantis,,n.a,sensitive,n/a,FS13-1389.2,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
810,5/29/13,WA1,1,2013-10750,H=r,,n.a,nt,n/a,FS13-1389.3,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
811,5/29/13,WA1,1,2013-10751,H=r,,n.a,nt,n/a,FS13-1389.4,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
812,5/29/13,WA1,1,2013-10752,S. Infantis,,n.a,sensitive,n/a,FS13-1389.5,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
813,5/29/13,WA1,1,2013-10753,H=r,,n.a,nt,n/a,FS13-1389.6,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
814,5/29/13,WA1,1,2013-10754,H=r,,n.a,nt,n/a,FS13-1389.7,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
815,5/29/13,WA1,1,2013-10755,H=d,,n.a,nt,n/a,FS13-1389.8,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
816,5/29/13,WA1,1,2013-10756,H=d,,n.a,nt,n/a,FS13-1389.9,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
817,5/29/13,WA1,1,2013-10757,H=d,,n.a,nt,n/a,FS13-1389.10,5/2/13,C2,deep bed,NA,9wk,faecal,pooled,5,Historic clinical indications matching case definition,9,
818,5/29/13,WA1,1,2013-10758,S. Infantis,,n.a,sensitive,n/a,FS13-1391.1,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
819,5/29/13,WA1,1,2013-10759,H=r,,n.a,nt,n/a,FS13-1391.2,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
820,5/29/13,WA1,1,2013-10760,H=r,,n.a,nt,n/a,FS13-1391.3,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
821,5/29/13,WA1,1,2013-10761,H=r,,n.a,nt,n/a,FS13-1391.4,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
822,5/29/13,WA1,1,2013-10762,H=r,,n.a,nt,n/a,FS13-1391.5,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
823,5/29/13,WA1,1,2013-10763,H=r,,n.a,nt,n/a,FS13-1391.6,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
824,5/29/13,WA1,1,2013-10764,H=r,,n.a,nt,n/a,FS13-1391.7,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
825,5/29/13,WA1,1,2013-10765,mSTm,,193,ASTSu,04-16-10-00-490,FS13-1391.8,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
826,5/29/13,WA1,1,2013-10766,mSTm,,193,ASTSu,Not done,FS13-1391.9,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
827,5/29/13,WA1,1,2013-10767,mSTm,,193,ASTSu,04-16-10-00-490,FS13-1391.10,5/2/13,NA,deep bed,NA,7wk,faecal,pooled,5,Historic clinical indications matching case definition,7,
828,5/14/13,NSW1,1,2013-09707,mSTm,,193,AT,04-15-11-00-490,FS13-0991.1,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
829,5/14/13,NSW1,1,2013-09708,nt,,nt,nt,nt,FS13-0991.2,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
830,5/14/13,NSW1,1,2013-09709,nt,,nt,nt,nt,FS13-0991.3,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
831,5/14/13,NSW1,1,2013-09710,nt,,nt,nt,nt,FS13-0991.4,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
832,5/14/13,NSW1,1,2013-09711,nt,,nt,nt,nt,FS13-0991.5,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
833,5/14/13,NSW1,1,2013-09712,nt,,nt,nt,nt,FS13-0991.6,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
834,5/14/13,NSW1,1,2013-09713,nt,,nt,nt,nt,FS13-0991.7,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
835,5/14/13,NSW1,1,2013-09714,nt,,nt,nt,nt,FS13-0991.8,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
836,5/14/13,NSW1,1,2013-09715,nt,,nt,nt,nt,FS13-0991.9,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
837,5/14/13,NSW1,1,2013-09716,nt,,nt,nt,nt,FS13-0991.10,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
838,5/14/13,NSW1,1,2013-09717,mSTm,,193,AT,04-15-11-00-490,FS13-0992.1,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
839,5/14/13,NSW1,1,2013-09718,nt,,nt,nt,nt,FS13-0992.2,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
840,5/14/13,NSW1,1,2013-09719,nt,,nt,nt,nt,FS13-0992.3,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
841,5/14/13,NSW1,1,2013-09720,nt,,nt,nt,nt,FS13-0992.4,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
842,5/14/13,NSW1,1,2013-09721,nt,,nt,nt,nt,FS13-0992.5,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
843,5/14/13,NSW1,1,2013-09722,nt,,nt,nt,nt,FS13-0992.6,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
844,5/14/13,NSW1,1,2013-09723,nt,,nt,nt,nt,FS13-0992.7,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
845,5/14/13,NSW1,1,2013-09724,nt,,nt,nt,nt,FS13-0992.8,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
846,5/14/13,NSW1,1,2013-09725,nt,,nt,nt,nt,FS13-0992.9,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
847,5/14/13,NSW1,1,2013-09726,nt,,nt,nt,nt,FS13-0992.10,3/27/13,NA,conventional,NA,18wk,caecum,caecum,caecum,Historic clinical indications matching case definition,18,
848,5/14/13,NSW1,1,2013-09727,S. Infantis,,n.a,sensitive,n/a,FS13-0997.1,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
849,5/14/13,NSW1,1,2013-09728,H=r,,n.a,nt,n/a,FS13-0997.2,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
850,5/14/13,NSW1,1,2013-09729,H=r,,n.a,nt,n/a,FS13-0997.3,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
851,5/14/13,NSW1,1,2013-09730,H=r,,n.a,nt,n/a,FS13-0997.4,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
852,5/14/13,NSW1,1,2013-09731,H=r,,n.a,nt,n/a,FS13-0997.5,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
853,5/14/13,NSW1,1,2013-09732,H=r,,n.a,nt,n/a,FS13-0997.6,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
854,5/14/13,NSW1,1,2013-09733,H=r,,n.a,nt,n/a,FS13-0997.7,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
855,5/14/13,NSW1,1,2013-09734,H=r,,n.a,nt,n/a,FS13-0997.8,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
856,5/14/13,NSW1,1,2013-09735,H=r,,n.a,nt,n/a,FS13-0997.9,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
857,5/14/13,NSW1,1,2013-09736,H=r,,n.a,nt,n/a,FS13-0997.10,3/27/13,NA,conventional,NA,18wk,faecal,individual,1,Historic clinical indications matching case definition,18,
858,7/20/11,WA0,1,2011-13462,mSTm,,193,ASTSu,04-16-13-00-493,FS11-0728.1,2/6/11,,,,10wk,faecal,,,,10,
859,7/20/11,WA0,1,2011-13463,mSTm,,193,ASTSu,04-16-11-00-493,FS11-0730.1,2/6/11,,,,10wk,faecal,,,,10,
860,7/20/11,WA0,1,2011-13464,mSTm,,193,ASTSu,04-16-11-00-490,FS11-0730.2,2/6/11,,,,10wk,faecal,,,,10,
861,7/20/11,WA0,1,2011-13465,mSTm,,193,ASTSu,04-16-11-00-493,FS11-0730.3,2/6/11,,,,10wk,faecal,,,,10,
862,7/20/11,WA0,1,2011-13466,mSTm,,193,ASTSu,04-16-11-00-493,FS11-0730.4,2/6/11,,,,10wk,faecal,,,,10,
863,7/20/11,WA0,1,2011-13467,mSTm,,193,ASTSu,04-16-13-00-490,FS11-0730.5,2/6/11,,,,10wk,faecal,,,,10,
864,7/20/11,WA0,1,2011-13468,mSTm,,193,ASTSu,04-16-11-00-490,FS11-0730.6,2/6/11,,,,10wk,faecal,,,,10,
865,7/20/11,WA0,1,2011-13469,mSTm,,193,ASTSu,04-16-11-00-490,FS11-0730.7,2/6/11,,,,10wk,faecal,,,,10,
